Lio/bootique/command/DefaultCommandManagerTest;.testLookupByName_Missing()V#cm,C:/Users/research/Desktop/LLM-based AbbrExpan/GPT/context/testProject/bootique-master/bootique/src/test/java/io/bootique/command/DefaultCommandManagerTest.java;,VariableName,cm,"        map.put(""x"", ManagedCommand.forCommand(c1));
        map.put(""y"", ManagedCommand.forCommand(c2));
        map.put(""z"", ManagedCommand.builder(c3).asDefault().build());

        DefaultCommandManager cm = new DefaultCommandManager(map);
        assertSame(c1, cm.lookupByType(C1.class).getCommand());
        assertSame(c2, cm.lookupByType(C2.class).getCommand());
        assertSame(""No default command included in lookup"", c3, cm.lookupByType(C3.class).getCommand());",cm,command manager
Lio/bootique/command/CommandDecoratorIT$ExecutableOnceCommand;.cliRef)Ljava/util/concurrent/atomic/AtomicReference<Lio/bootique/cli/Cli;>;,C:/Users/research/Desktop/LLM-based AbbrExpan/GPT/context/testProject/bootique-master/bootique/src/test/java/io/bootique/command/CommandDecoratorIT.java;,FieldName,cliRef,"static abstract class ExecutableOnceCommand extends CommandWithMetadata {

        protected final AtomicReference<Cli> cliRef;

        public ExecutableOnceCommand(String commandName) {
            this(commandName, Optional.empty());
        }",ref,reference
Lio/bootique/help/ConsoleAppenderTest;.testConstructorMinWidth()V,C:/Users/research/Desktop/LLM-based AbbrExpan/GPT/context/testProject/bootique-master/bootique/src/test/java/io/bootique/help/ConsoleAppenderTest.java;,MethodName,testConstructorMinWidth,"// TODO: what's the point of hardcoded min line width?
    @Test(expected = IllegalArgumentException.class)
    public void testConstructorMinWidth() {
        new ConsoleAppender(new StringBuilder(), ConsoleAppender.MIN_LINE_WIDTH - 2);
    }",min,minimum
Lio/bootique/BootiqueExceptionsHandlerIT;.testConfig_BadUrlProtocol()V,C:/Users/research/Desktop/LLM-based AbbrExpan/GPT/context/testProject/bootique-master/bootique/src/test/java/io/bootique/BootiqueExceptionsHandlerIT.java;,MethodName,testConfig_BadUrlProtocol,"    @Test
    public void testConfig_BadUrlProtocol() {
        // underscores in protocol name cause IllegalArgumentException in URI
        CommandOutcome out = Bootique.app(""-c"", ""no_such_protocol://myconfig"")
                .module(b -> b.bind(ConfigDependent.class).asEagerSingleton())
                .exec();",url,uniform resource locator
Lio/bootique/meta/module/ModuleMetadataIT;.testDefault()V#md,C:/Users/research/Desktop/LLM-based AbbrExpan/GPT/context/testProject/bootique-master/bootique/src/test/java/io/bootique/meta/module/ModuleMetadataIT.java;,VariableName,md,"    @Test
    public void testDefault() {
        ModulesMetadata md = runtimeFactory.app().createRuntime().getInstance(ModulesMetadata.class);

        assertEquals(""Expected BQCoreModule + 2 test modules"", 3, md.getModules().size());

        Optional<ModuleMetadata> coreMd = md.getModules()
                .stream()
                .filter(m -> ""BQCoreModule"".equals(m.getName()))
                .findFirst();",md,modules
Lio/bootique/run/DefaultRunnerTest;.testRun_NoMatch()V#mockC1,C:/Users/research/Desktop/LLM-based AbbrExpan/GPT/context/testProject/bootique-master/bootique/src/test/java/io/bootique/run/DefaultRunnerTest.java;,VariableName,mockC1,"when(mockCli.commandName()).thenReturn(""c1"");

        Command mockDefault = mockCommand(""d1"", CommandOutcome.succeeded());
        Command mockHelp = mockCommand(""h1"", CommandOutcome.succeeded());

        Command mockC1 = mockCommand(""c1"", CommandOutcome.succeeded(), ""c1o1"", ""c1o2"");
        Command mockC2 = mockCommand(""c2"", CommandOutcome.succeeded(), ""c2o1"");

        CommandOutcome result = run(Optional.of(mockDefault), Optional.of(mockHelp), mockC1, mockC2);
        assertTrue(result.isSuccess());",c,command
Lio/bootique/command/CommandManagerWithOverridesBuilder;.lambda$2(Ljava/util/Map;Lio/bootique/command/Command;)V#0#mc,C:/Users/research/Desktop/LLM-based AbbrExpan/GPT/context/testProject/bootique-master/bootique/src/main/java/io/bootique/command/CommandManagerWithOverridesBuilder.java;,VariableName,mc,"    protected void loadHelpCommand(Map<String, ManagedCommand> commandMap) {
        if (hideBaseCommands) {
            ManagedCommand mc = ManagedCommand.builder(helpCommand)
                    .asHidden()
                    .asHelp()
                    .build();
            addCommandNoOverride(commandMap, mc);
        } else {
            super.loadHelpCommand(commandMap);",mc,managed command
Lio/bootique/DeclaredVariableMetaCompiler;.compileIfValid(Lio/bootique/env/DeclaredVariable;Lio/bootique/meta/module/ModulesMetadata;)Ljava/util/Optional<Lio/bootique/meta/config/ConfigValueMetadata;>;#var#0#0,C:/Users/research/Desktop/LLM-based AbbrExpan/GPT/context/testProject/bootique-master/bootique/src/main/java/io/bootique/DeclaredVariableMetaCompiler.java;,ParameterName,var,"class DeclaredVariableMetaCompiler {

    static Optional<ConfigValueMetadata> compileIfValid(DeclaredVariable var, ModulesMetadata modulesMetadata) {

        for (ModuleMetadata mm : modulesMetadata.getModules()) {
            Optional<ConfigMetadataNode> cmn = mm.findConfig(var.getConfigPath());
            if (cmn.isPresent()) {",var,variable
Lio/bootique/jackson/deserializer/JSR310DateTimeDeserializerBase;.createContextual(Lcom/fasterxml/jackson/databind/DeserializationContext;Lcom/fasterxml/jackson/databind/BeanProperty;)Lcom/fasterxml/jackson/databind/JsonDeserializer<*>;|Lcom/fasterxml/jackson/databind/JsonMappingException;#ctxt#0#0,C:/Users/research/Desktop/LLM-based AbbrExpan/GPT/context/testProject/bootique-master/bootique/src/main/java/io/bootique/jackson/deserializer/JSR310DateTimeDeserializerBase.java;,ParameterName,ctxt,"public JsonDeserializer<?> createContextual(DeserializationContext ctxt,
                                                BeanProperty property) throws JsonMappingException {
        if (property != null) {
            JsonFormat.Value format = ctxt.getAnnotationIntrospector().findFormat((Annotated) property.getMember());
            if (format != null) {",ctxt,context
Lio/bootique/log/DefaultBootLoggerTest;.mockStdout)Ljava/io/PrintStream;,C:/Users/research/Desktop/LLM-based AbbrExpan/GPT/context/testProject/bootique-master/bootique/src/test/java/io/bootique/log/DefaultBootLoggerTest.java;,FieldName,mockStdout,"public class DefaultBootLoggerTest {

 private PrintStream mockStdout;
 private PrintStream mockStderr;",stdout,standard output
Lio/bootique/config/jackson/IndexPathSegment;.toIndex(Ljava/lang/String;)I#0#1#nfex,C:/Users/research/Desktop/LLM-based AbbrExpan/GPT/context/testProject/bootique-master/bootique/src/main/java/io/bootique/config/jackson/IndexPathSegment.java;,VariableName,nfex,"        int index;
        try {
            index = Integer.parseInt(indexString);
        } catch (NumberFormatException nfex) {
            throw new IllegalArgumentException(""Non-int array index. Must be in format [NNN]. Instead got "" + indexWithParenthesis);
        }",nfex,number format exception
Ljava/time/format/DateTimeFormatter;.ISO_ZONED_DATE_TIME)Ljava/time/format/DateTimeFormatter;,C:/Users/research/Desktop/LLM-based AbbrExpan/GPT/context/testProject/bootique-master/bootique/src/main/java/io/bootique/jackson/deserializer/InstantDeserializer.java;,VariableName,ISO_ZONED_DATE_TIME,"    public static final InstantDeserializer<ZonedDateTime> ZONED_DATE_TIME = new InstantDeserializer<>(
            ZonedDateTime.class, DateTimeFormatter.ISO_ZONED_DATE_TIME,
            ZonedDateTime::from,
            a -> ZonedDateTime.ofInstant(Instant.ofEpochMilli(a.value), a.zoneId),
            a -> ZonedDateTime.ofInstant(Instant.ofEpochSecond(a.integer, a.fraction), a.zoneId),
            ZonedDateTime::withZoneSameInstant",iso,International Organization for Standardization
Lio/bootique/help/HelpOptions;.lambda$0(Ljava/lang/String;)Ljava/util/List;#sn#0#0,C:/Users/research/Desktop/LLM-based AbbrExpan/GPT/context/testProject/bootique-master/bootique/src/main/java/io/bootique/help/HelpOptions.java;,VariableName,sn,"    public void add(OptionMetadata option) {
        HelpOption ho = new HelpOption(option);
        byShortName.computeIfAbsent(ho.getOption().getShortName(), sn -> new ArrayList<HelpOption>()).add(ho);
    }",sn,short name
Lio/bootique/help/config/ConfigSectionGeneratorTest;.testVisitMapOfValues()V|Ljava/lang/NoSuchFieldException;#rootMd,C:/Users/research/Desktop/LLM-based AbbrExpan/GPT/context/testProject/bootique-master/bootique/src/test/java/io/bootique/help/config/ConfigSectionGeneratorTest.java;,VariableName,rootMd,"
        ConfigObjectMetadata rootMd = ConfigObjectMetadata
                .builder(""m1root"")
                .description(""Root config of M1"")
                .type(ConfigRoot1.class)
                .addProperty(mapMd)
                .build();",md,metadata
Lio/bootique/resource/ResourceFactory;.resolveUrl(Ljava/lang/String;)Ljava/net/URL;#0#cpUrl,C:/Users/research/Desktop/LLM-based AbbrExpan/GPT/context/testProject/bootique-master/bootique/src/main/java/io/bootique/resource/ResourceFactory.java;,VariableName,cpUrl,"if (path.length() > 0 && path.charAt(0) == '/') {
                throw new RuntimeException(CLASSPATH_URL_PREFIX + "" URLs must not start with a slash: "" + resourceId);
            }

            URL cpUrl = ResourceFactory.class.getClassLoader().getResource(path);

            if (cpUrl == null) {
                throw new IllegalArgumentException(""Classpath URL not found: "" + resourceId);
            }",cp,classpath
Lio/bootique/Bootique;.exec()Lio/bootique/command/CommandOutcome;#0#1#ce,C:/Users/research/Desktop/LLM-based AbbrExpan/GPT/context/testProject/bootique-master/bootique/src/main/java/io/bootique/Bootique.java;,VariableName,ce," // unwrap standard Guice exceptions...
        catch (CreationException ce) {
            o = processExceptions(ce.getCause(), ce);
        } catch (ProvisionException pe) {
            // Actually we can provide multiple exceptions here
            // since ProvisionException save all errors in error messages",ce,Creation Exception
Lio/bootique/config/CliConfigurationSource;.toURL(Ljava/lang/String;)Ljava/net/URL;,C:/Users/research/Desktop/LLM-based AbbrExpan/GPT/context/testProject/bootique-master/bootique/src/main/java/io/bootique/config/CliConfigurationSource.java;,MethodName,toURL,"    protected URL toURL(String location) {
        bootLogger.trace(() -> ""Reading configuration at "" + location);
        return new ResourceFactory(location).getUrl();
    }",url,uniform resource locator
Lio/bootique/test/junit/BQModuleProviderChecker;.lambda$0(Lio/bootique/BQModuleProvider;)Z#p#0#0,C:/Users/research/Desktop/LLM-based AbbrExpan/GPT/context/testProject/bootique-master/bootique-test/src/main/java/io/bootique/test/junit/BQModuleProviderChecker.java;,VariableName,p,"    protected Stream<BQModuleProvider> matchingProviders() {
        return StreamSupport.stream(ServiceLoader.load(BQModuleProvider.class).spliterator(), false)
                .filter(p -> p != null && provider.equals(p.getClass()));
    }",p,provider
Lio/bootique/jackson/deserializer/BQTimeModule;._findFactory(Lcom/fasterxml/jackson/databind/introspect/AnnotatedClass;Ljava/lang/String;[Ljava/lang/Class<*>;)Lcom/fasterxml/jackson/databind/introspect/AnnotatedMethod;#cls#0#0,C:/Users/research/Desktop/LLM-based AbbrExpan/GPT/context/testProject/bootique-master/bootique/src/main/java/io/bootique/jackson/deserializer/BQTimeModule.java;,ParameterName,cls,"protected AnnotatedMethod _findFactory(AnnotatedClass cls, String name, Class<?>... argTypes) {
        final int argCount = argTypes.length;
        for (AnnotatedMethod method : cls.getFactoryMethods()) {
            if (!name.equals(method.getName())",cls,class
Lio/bootique/JsonNodeConfigurationFactoryProviderTest$Bean1;.getL()J,C:/Users/research/Desktop/LLM-based AbbrExpan/GPT/context/testProject/bootique-master/bootique/src/test/java/io/bootique/JsonNodeConfigurationFactoryProviderTest.java;,MethodName,getL,"        public long getL() {
            return l;
        }",l,long
Lio/bootique/jackson/DefaultJacksonServiceIT;.testNewObjectMapper_Inheritance()V|Ljava/io/IOException;#su2,C:/Users/research/Desktop/LLM-based AbbrExpan/GPT/context/testProject/bootique-master/bootique/src/test/java/io/bootique/jackson/DefaultJacksonServiceIT.java;,VariableName,su2," Sup1 su2 = readValue(Sup1.class, mapper, ""{\""type\"":\""sub2\"",\""p2\"":15}"");
        assertTrue(su2 instanceof Sub2);
        assertEquals(15, ((Sub2) su2).getP2());",su,sup
Lio/bootique/test/junit/PolymorphicConfigurationChecker;.testNonRoot(Ljava/lang/Class<+TT;>;)V#t#0#0,C:/Users/research/Desktop/LLM-based AbbrExpan/GPT/context/testProject/bootique-master/bootique-test/src/main/java/io/bootique/test/junit/PolymorphicConfigurationChecker.java;,ParameterName,t,"    protected void testNonRoot(Class<? extends T> t) {
        // while boundaries are compiler-checked, let's still verify superclass, as generics in Java are easy to bypass
        assertTrue(""Invalid type "" + t.getName() + "". Must be a subclass of root type "" + expectedRoot.getName(),
                expectedRoot.isAssignableFrom(t));",t,type
Lio/bootique/command/CommandManagerWithOverridesBuilder;.lambda$0(Ljava/util/Map;Lio/bootique/command/Command;)V#co#0#0,C:/Users/research/Desktop/LLM-based AbbrExpan/GPT/context/testProject/bootique-master/bootique/src/main/java/io/bootique/command/CommandManagerWithOverridesBuilder.java;,VariableName,co," if (commandOverrides != null) {
            commandOverrides.forEach(co -> {

                ManagedCommand.Builder builder = ManagedCommand.builder(co);",co,command
Lio/bootique/command/CommandDecoratorIT$AppRunner;.lambda$0(Lcom/google/inject/Binder;)V#b#0#0,C:/Users/research/Desktop/LLM-based AbbrExpan/GPT/context/testProject/bootique-master/bootique/src/test/java/io/bootique/command/CommandDecoratorIT.java;,VariableName,b,"       testFactory.app(""--a"")
                .module(b -> BQCoreModule.extend(b)
                        .addCommand(mainCommand)
                        .decorateCommand(mainCommand.getClass(), CommandDecorator.beforeRun(c1))
                        .decorateCommand(mainCommand.getClass(), CommandDecorator.beforeRun(c2)))
                .createRuntime()
                .run();",b,builder
Lio/bootique/env/DefaultEnvironment;.filterByPrefix(Ljava/util/Map<Ljava/lang/String;Ljava/lang/String;>;Ljava/lang/String;Ljava/lang/String;)Ljava/util/Map<Ljava/lang/String;Ljava/lang/String;>;#0#e,C:/Users/research/Desktop/LLM-based AbbrExpan/GPT/context/testProject/bootique-master/bootique/src/main/java/io/bootique/env/DefaultEnvironment.java;,VariableName,e,"        String lPrefix = prefix.endsWith(separator) ? prefix : prefix + separator;
        int len = lPrefix.length();

        Map<String, String> filtered = new HashMap<>();
        for(Map.Entry<String, String> e : unfiltered.entrySet()) {
            if(e.getKey().startsWith(lPrefix)) {
                filtered.put(e.getKey().substring(len), e.getValue());
            }",e,entry
Lio/bootique/config/jackson/InPlaceLeftHandMerger;.mergeObjects(Lcom/fasterxml/jackson/databind/JsonNode;Lcom/fasterxml/jackson/databind/JsonNode;)Lcom/fasterxml/jackson/databind/JsonNode;#srcObject,C:/Users/research/Desktop/LLM-based AbbrExpan/GPT/context/testProject/bootique-master/bootique/src/main/java/io/bootique/config/jackson/InPlaceLeftHandMerger.java;,VariableName,srcObject,"protected JsonNode mergeObjects(JsonNode target, JsonNode source) {

  ObjectNode targetObject = (ObjectNode) target;
  ObjectNode srcObject = (ObjectNode) source;

  Iterator<String> fieldNames = srcObject.fieldNames();
  while (fieldNames.hasNext()) {

   String fieldName = fieldNames.next();",src,source
Lio/bootique/jackson/PercentValueYamlDeserializerIT;,C:/Users/research/Desktop/LLM-based AbbrExpan/GPT/context/testProject/bootique-master/bootique/src/test/java/io/bootique/jackson/PercentValueYamlDeserializerIT.java;,ClassName,PercentValueYamlDeserializerIT,"public class PercentValueYamlDeserializerIT extends DeserializerTestBase {

    @Test
    public void testDeserialization_AsPercent() throws Exception {
        Percent p = deserialize(Percent.class, ""5%"");
        assertEquals(5, p.getPercent(), 0.00001);",yaml,yaml ain't markup language
Lio/bootique/meta/config/ConfigObjectMetadataTest;.testGetAllSubconfigs()V#o6,C:/Users/research/Desktop/LLM-based AbbrExpan/GPT/context/testProject/bootique-master/bootique/src/test/java/io/bootique/meta/config/ConfigObjectMetadataTest.java;,VariableName,o6,"        ConfigObjectMetadata o3 = ConfigObjectMetadata.builder().build();

        ConfigObjectMetadata o4 = ConfigObjectMetadata.builder().addSubConfig(o1).build();
        ConfigObjectMetadata o5 = ConfigObjectMetadata.builder().addSubConfig(o2).addSubConfig(o3).build();

        ConfigObjectMetadata o6 = ConfigObjectMetadata.builder().addSubConfig(o4).addSubConfig(o5).build();

        List<ConfigMetadataNode> all6 = o6.getAllSubConfigs().collect(toList());
        assertEquals(6, all6.size());
        assertTrue(all6.contains(o1));",o,object
Lio/bootique/jackson/deserializer/DecimalUtils;.toDecimal(JI)Ljava/lang/String;#0#nanosLen,C:/Users/research/Desktop/LLM-based AbbrExpan/GPT/context/testProject/bootique-master/bootique/src/main/java/io/bootique/jackson/deserializer/DecimalUtils.java;,VariableName,nanosLen,"StringBuilder nanoSB = new StringBuilder(9);
            nanoSB.append(nanoseconds);
            // May need to both prepend leading nanos (if value less than 0.1)
            final int nanosLen = nanoSB.length();
            int prepZeroes = 9 - nanosLen;
            while (prepZeroes > 0) {
                --prepZeroes;",len,length
Lio/bootique/Bootique_ConfigurationIT;.testConfigEnvOverrides_Alias()V,C:/Users/research/Desktop/LLM-based AbbrExpan/GPT/context/testProject/bootique-master/bootique/src/test/java/io/bootique/Bootique_ConfigurationIT.java;,MethodName,testConfigEnvOverrides_Alias,"    @Test
    public void testConfigEnvOverrides_Alias() {
        BQRuntime runtime = testFactory.app(""--config=src/test/resources/io/bootique/test3.yml"")
                .declareVar(""a"", ""V1"")
                .declareVar(""c.m.f"", ""V2"")",env,environment
Lio/bootique/config/jackson/JsonNodeConfigurationFactoryTest;.testMap_MultiLevel()V#subM,C:/Users/research/Desktop/LLM-based AbbrExpan/GPT/context/testProject/bootique-master/bootique/src/test/java/io/bootique/config/jackson/JsonNodeConfigurationFactoryTest.java;,VariableName,subM,"Map<String, Map<String, Object>> m = factory(""b1:\n  k1: SS\n  i: 55"")
                .config(new TypeRef<Map<String, Map<String, Object>>>() {
                }, """");

        assertNotNull(m);
        Map<String, Object> subM = m.get(""b1"");
        assertNotNull(subM);

        assertEquals(""SS"", subM.get(""k1""));
        assertEquals(55, subM.get(""i""));",m,map
Lio/bootique/jopt/JoptCliFactory;.lambda$0(Ljoptsimple/OptionParser;Lio/bootique/meta/application/CommandMetadata;)V#c#0#0,C:/Users/research/Desktop/LLM-based AbbrExpan/GPT/context/testProject/bootique-master/bootique/src/main/java/io/bootique/jopt/JoptCliFactory.java;,VariableName,c," // do not allow option abbreviations .. we will provide short forms explicitly
        OptionParser parser = new OptionParser(false);

        application.getCommands().forEach(c -> {

            c.getOptions().forEach(o -> addOption(parser, o));

            // using option-bound command strategy...
            OptionMetadata commandAsOption = c.asOption();
            addOption(parser, commandAsOption);",c,command
Lio/bootique/jackson/DefaultJacksonServiceIT;.testNewObjectMapper_Inheritance()V|Ljava/io/IOException;#su3,C:/Users/research/Desktop/LLM-based AbbrExpan/GPT/context/testProject/bootique-master/bootique/src/test/java/io/bootique/jackson/DefaultJacksonServiceIT.java;,VariableName,su3," assertTrue(su22 instanceof Sub2);
        assertEquals(18, ((Sub2) su22).getP2());


        Sup2 su3 = readValue(Sup2.class, mapper, ""{\""type\"":\""sub3\"",\""p3\"":\""pxxxx\""}"");
        assertTrue(su3 instanceof Sub3);
        assertEquals(""pxxxx"", ((Sub3) su3).getP3());",su,sup
Lio/bootique/command/CommandDecoratorIT;.testMultipleDecoratorsForTheSameCommand()V#c2,C:/Users/research/Desktop/LLM-based AbbrExpan/GPT/context/testProject/bootique-master/bootique/src/test/java/io/bootique/command/CommandDecoratorIT.java;,VariableName,c2,"Command c1 = mock(Command.class);
        when(c1.run(any())).thenReturn(CommandOutcome.succeeded());

        Command c2 = mock(Command.class);
        when(c2.run(any())).thenReturn(CommandOutcome.succeeded());

        testFactory.app(""--a"")
                .module(b -> BQCoreModule.extend(b)
                        .addCommand(mainCommand)
                        .decorateCommand(mainCommand.getClass(), CommandDecorator.beforeRun(c1))
                        .decorateCommand(mainCommand.getClass(), CommandDecorator.beforeRun(c2)))
                .createRuntime()
                .run();",c,command
Lio/bootique/meta/module/ModuleMetadataTest;.testFindConfig_Inheritance()V#sub2P,C:/Users/research/Desktop/LLM-based AbbrExpan/GPT/context/testProject/bootique-master/bootique/src/test/java/io/bootique/meta/module/ModuleMetadataTest.java;,VariableName,sub2P,"        Optional<ConfigMetadataNode> sub2P = md.findConfig(""r1.sub2p1"");
        assertTrue(sub2P.isPresent());
        assertEquals(""sub2p1"", sub2P.get().getName());
        assertEquals(""sub2p1 desc"", sub2P.get().getDescription());
        assertEquals(String.class, sub2P.get().getType());",p,property
Lio/bootique/meta/module/ModuleMetadataIT;.testCustomNamedModule()V#myMd,C:/Users/research/Desktop/LLM-based AbbrExpan/GPT/context/testProject/bootique-master/bootique/src/test/java/io/bootique/meta/module/ModuleMetadataIT.java;,VariableName,myMd,"ModulesMetadata md = runtime.getInstance(ModulesMetadata.class);
        assertEquals(""Expected BQCoreModule + 2 test modules + custom module"", 4, md.getModules().size());

        Optional<ModuleMetadata> myMd = md.getModules()
                .stream()
                .filter(m -> ""mymodule"".equals(m.getName()))
                .findFirst();
        assertTrue(myMd.isPresent());",md,modules
Lio/bootique/config/jackson/IndexPathSegment;.parseNextNotEmpty(Ljava/lang/String;)Lio/bootique/config/jackson/PathSegment;#len,C:/Users/research/Desktop/LLM-based AbbrExpan/GPT/context/testProject/bootique-master/bootique/src/main/java/io/bootique/config/jackson/IndexPathSegment.java;,VariableName,len,"protected PathSegment parseNextNotEmpty(String path) {
        int len = path.length();

        // looking for ']' or '].'
        // start at index 1.. The first char is known to be '['
        for (int i = 1; i < len; i++) {",len,length
Lio/bootique/jackson/deserializer/InstantDeserializer;.lambda$7(Ljava/time/temporal/Temporal;Ljava/time/ZoneId;)Ljava/time/temporal/Temporal;#z#0#1,C:/Users/research/Desktop/LLM-based AbbrExpan/GPT/context/testProject/bootique-master/bootique/src/main/java/io/bootique/jackson/deserializer/InstantDeserializer.java;,VariableName,z," public static final InstantDeserializer<OffsetDateTime> OFFSET_DATE_TIME = new InstantDeserializer<>(
            OffsetDateTime.class, DateTimeFormatter.ISO_OFFSET_DATE_TIME,
            OffsetDateTime::from,
            a -> OffsetDateTime.ofInstant(Instant.ofEpochMilli(a.value), a.zoneId),
            a -> OffsetDateTime.ofInstant(Instant.ofEpochSecond(a.integer, a.fraction), a.zoneId),
            (d, z) -> d.withOffsetSameInstant(z.getRules().getOffset(d.toLocalDateTime()))
    );",z,zone
Lio/bootique/shutdown/DefaultShutdownManager;.shutdown()Ljava/util/Map<*+Ljava/lang/Throwable;>;#0#1#e,C:/Users/research/Desktop/LLM-based AbbrExpan/GPT/context/testProject/bootique-master/bootique/src/main/java/io/bootique/shutdown/DefaultShutdownManager.java;,VariableName,e," try {
   shutdownErrors = future.get(timeout.toMillis(), TimeUnit.MILLISECONDS);
  } catch (TimeoutException | InterruptedException | ExecutionException e) {
   shutdownErrors = Collections.singletonMap(this, e);
  }",e,exception
Lio/bootique/env/DefaultEnvironment$Builder;.buildProperties()Ljava/util/Map<Ljava/lang/String;Ljava/lang/String;>;#0#systemVars,C:/Users/research/Desktop/LLM-based AbbrExpan/GPT/context/testProject/bootique-master/bootique/src/main/java/io/bootique/env/DefaultEnvironment.java;,VariableName,systemVars,"
            declaredVariables.forEach(dv -> mergeValue(dv, properties, diVariables));

            if (!excludeSystemVariables) {
                Map<String, String> systemVars = System.getenv();
                declaredVariables.forEach(dv -> mergeValue(dv, properties, systemVars));
            }

            return properties;
        }",vars,variables
Lio/bootique/resource/ResourceFactoryTest;.testGetUrl_JarUrl()V|Ljava/io/IOException;#jarUrl,C:/Users/research/Desktop/LLM-based AbbrExpan/GPT/context/testProject/bootique-master/bootique/src/test/java/io/bootique/resource/ResourceFactoryTest.java;,VariableName,jarUrl," @Test
 public void testGetUrl_JarUrl() throws IOException {
  String jarUrl = jarEntryUrl(""src/test/resources/io/bootique/config/test3.jar"", ""com/foo/test3.yml"");
  assertEquals(""e: f"", resourceContents(jarUrl));
 }",url,uniform resource locator
Lio/bootique/test/TestIO;.getStdout()Ljava/lang/String;,C:/Users/research/Desktop/LLM-based AbbrExpan/GPT/context/testProject/bootique-master/bootique-test/src/test/java/io/bootique/test/junit/BQDaemonTestFactoryIT.java;C:/Users/research/Desktop/LLM-based AbbrExpan/GPT/context/testProject/bootique-master/bootique-test/src/test/java/io/bootique/test/junit/BQTestFactoryIT.java;C:/Users/research/Desktop/LLM-based AbbrExpan/GPT/context/testProject/bootique-master/bootique-test/src/main/java/io/bootique/test/TestIO.java;,MethodName,getStdout,"    public String getStdout() {
        return stdout.toString();
    }",stdout,standard output
Lio/bootique/test/TestIO;,C:/Users/research/Desktop/LLM-based AbbrExpan/GPT/context/testProject/bootique-master/bootique-test/src/test/java/io/bootique/test/junit/BQDaemonTestFactoryIT.java;C:/Users/research/Desktop/LLM-based AbbrExpan/GPT/context/testProject/bootique-master/bootique-test/src/test/java/io/bootique/test/junit/BQTestFactoryIT.java;C:/Users/research/Desktop/LLM-based AbbrExpan/GPT/context/testProject/bootique-master/bootique-test/src/main/java/io/bootique/test/TestIO.java;,ClassName,TestIO,"public class TestIO {

    private InMemoryPrintStream stdout;
    private InMemoryPrintStream stderr;
    private boolean trace;",io,input output
Lio/bootique/RuntimeModuleMergerTest$M3;,C:/Users/research/Desktop/LLM-based AbbrExpan/GPT/context/testProject/bootique-master/bootique/src/test/java/io/bootique/RuntimeModuleMergerTest.java;,ClassName,M3," class M3 implements Module {

  @Override
  public void configure(Binder binder) {
   // noop
  }
 }",m,module
Lio/bootique/value/PercentTest;.testHashCode()V#p1,C:/Users/research/Desktop/LLM-based AbbrExpan/GPT/context/testProject/bootique-master/bootique/src/test/java/io/bootique/value/PercentTest.java;,VariableName,p1,"@Test
    public void testEquals() {
        Percent p1 = new Percent(1);
        Percent p2 = new Percent(2);
        Percent p3 = new Percent(1);",p,percent
Lio/bootique/JsonNodeConfigurationFactoryProviderTest$Bean1;.l)J,C:/Users/research/Desktop/LLM-based AbbrExpan/GPT/context/testProject/bootique-master/bootique/src/test/java/io/bootique/JsonNodeConfigurationFactoryProviderTest.java;,FieldName,l,"private String s;
        private int i;
        private long l;",l,long
Lio/bootique/resource/ResourceFactory_WebConfigSourceIT$ConfigServlet;.doGet(Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V|Ljavax/servlet/ServletException;|Ljava/io/IOException;#req#0#0,C:/Users/research/Desktop/LLM-based AbbrExpan/GPT/context/testProject/bootique-master/bootique/src/test/java/io/bootique/resource/ResourceFactory_WebConfigSourceIT.java;,ParameterName,req,"    static class ConfigServlet extends HttpServlet {
        private static final long serialVersionUID = -5746986231054267492L;

        @Override
        protected void doGet(HttpServletRequest req, HttpServletResponse resp) throws ServletException, IOException {
            resp.getWriter().write(""g: h"");
        }
    }",req,request
Lio/bootique/value/DurationTest;.testCompareTo()V#d3,C:/Users/research/Desktop/LLM-based AbbrExpan/GPT/context/testProject/bootique-master/bootique/src/test/java/io/bootique/value/DurationTest.java;,VariableName,d3,"    public void testCompareTo() {
        Duration d1 = new Duration(""1s"");
        Duration d2 = new Duration(""2s"");
        Duration d3 = new Duration(""1 sec"");
        Duration d4 = new Duration(""1day"");",d,duration
Lio/bootique/resource/FolderResourceFactory;.getUrl(Ljava/lang/String;)Ljava/net/URL;,C:/Users/research/Desktop/LLM-based AbbrExpan/GPT/context/testProject/bootique-master/bootique/src/main/java/io/bootique/resource/FolderResourceFactory.java;C:/Users/research/Desktop/LLM-based AbbrExpan/GPT/context/testProject/bootique-master/bootique/src/test/java/io/bootique/resource/FolderResourceFactoryTest.java;,MethodName,getUrl,"     * @param subResourcePath a path relative to this folder that points to a resource.
     * @return a URL of the specified resource located within the folder.
     * @since 0.17
     */
    public URL getUrl(String subResourcePath) {

        if (subResourcePath.startsWith(""/"")) {
            subResourcePath = subResourcePath.substring(1);
        }",url,uniform resource locator
