Ljava/net/HttpURLConnection;,C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/filters/SuppressionFilterTest.java;C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/filters/SuppressionsLoaderTest.java;,ClassName,,,,,,,,,,,,,,,,HttpURLConnection,http,hyper text transfer protocol
Lcom/puppycrawl/tools/checkstyle/api/FileContents;.getCppComments()Ljava/util/Map<Ljava/lang/Integer;Lcom/puppycrawl/tools/checkstyle/api/TextBlock;>;,C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/api/FileContentsTest.java;,MethodName,,,,,,,,ClassName:Map<Integer_TextBlock>;,,VariableName:cppComments;,,,,,,getCppComments,cpp,c plus plus
Lcom/puppycrawl/tools/checkstyle/grammars/javadoc/JavadocParseTreeTest;.mixedCaseOfHtmlTags()V|Ljava/lang/Exception;,C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/grammars/javadoc/JavadocParseTreeTest.java;,MethodName,,,,,,,,ClassName:void;,ClassName:JavadocParseTreeTest;,,,,,,,mixedCaseOfHtmlTags,html,hyper text markup language
Lcom/puppycrawl/tools/checkstyle/utils/CommonUtilsTest;.testLengthExpandedTabs()V#s4,C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/utils/CommonUtilsTest.java;,VariableName,,,,,,,,ClassName:String;,ClassName:CommonUtilsTest;,,,,,MethodName:testLengthExpandedTabs;,,s4,s,string
Lcom/puppycrawl/tools/checkstyle/api/FileContentsTest;.testReportCppComment()V,C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/api/FileContentsTest.java;,MethodName,,,,,,,,ClassName:void;,ClassName:FileContentsTest;,,,,,,,testReportCppComment,cpp,c plus plus
Lcom/puppycrawl/tools/checkstyle/AbstractModuleTestSupport;.createTreeWalkerConfig(Lcom/puppycrawl/tools/checkstyle/api/Configuration;)Lcom/puppycrawl/tools/checkstyle/DefaultConfiguration;#twConf,C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/AbstractModuleTestSupport.java;,VariableName,,,,,,,,ClassName:DefaultConfiguration;,ClassName:AbstractModuleTestSupport;,ClassName:TreeWalker;MethodName:createModuleConfig;,,,,MethodName:createTreeWalkerConfig;,,twConf,conf,configuration
Lcom/puppycrawl/tools/checkstyle/filters/SuppressionsLoaderTest;.isUrlReachable(Ljava/lang/String;)Z#0#0#verifiableUrl,C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/filters/SuppressionsLoaderTest.java;,VariableName,,,,,,,,ClassName:URL;,ClassName:SuppressionsLoaderTest;,VariableName:urlConnect;ClassName:URL;ParameterName:url;,,,,MethodName:isUrlReachable;,,verifiableUrl,url,uniform resource locator
Lcom/puppycrawl/tools/checkstyle/internal/XdocsPagesTest;.validateStyleModules(Ljava/util/Set<Lorg/w3c/dom/Node;>;Ljava/util/Set<Lorg/w3c/dom/Node;>;Ljava/util/Set<Ljava/lang/String;>;Ljava/lang/String;Ljava/lang/String;)V#itrConfigs,C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/internal/XdocsPagesTest.java;,VariableName,,,,,,,,ClassName:Iterator<Node>;,ClassName:XdocsPagesTest;,ParameterName:configs;MethodName:iterator;VariableName:config;,,,,MethodName:validateStyleModules;,,itrConfigs,itr,iterator
Lcom/puppycrawl/tools/checkstyle/checks/javadoc/JavadocStyleCheckTest;.packageInfoAnnotation()V|Ljava/lang/Exception;,C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/checks/javadoc/JavadocStyleCheckTest.java;,MethodName,,,,,,,,ClassName:void;,ClassName:JavadocStyleCheckTest;,,,,,,,packageInfoAnnotation,info,information
Lcom/puppycrawl/tools/checkstyle/utils/TokenUtilsTest;.testTokenValueIncorrect()V|Ljava/lang/IllegalAccessException;#nextAfterMaxId,C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/utils/TokenUtilsTest.java;,VariableName,,,,,,,,ClassName:int;,ClassName:TokenUtilsTest;,VariableName:maxId;,,,,MethodName:testTokenValueIncorrect;,,nextAfterMaxId,max,maximum
Lcom/puppycrawl/tools/checkstyle/checks/javadoc/JavadocTypeCheck;.MSG_JAVADOC_MISSING)Ljava/lang/String;,C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/checks/javadoc/JavadocTypeCheckTest.java;C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/filters/SuppressWarningsFilterTest.java;,VariableName,,,,,,,,ClassName:String;,ClassName:JavadocTypeCheckTest;ClassName:SuppressWarningsFilterTest;,VariableName:expected;FieldName:ALL_MESSAGES;VariableName:expectedViolationMessages;VariableName:expected;VariableName:suppressed;VariableName:expected;VariableName:expected;VariableName:expected;VariableName:expected;VariableName:expected;VariableName:expected;VariableName:expected;VariableName:expected;VariableName:expected;VariableName:expected;,,,,MethodName:testEclipse;MethodName:testTags;MethodName:testProtected;MethodName:testPublic;MethodName:testStrict;MethodName:testScopes2;MethodName:testProtest;MethodName:testExcludeScope;MethodName:testPkg;MethodName:testSuppressById;MethodName:testDefault;MethodName:testScopes;MethodName:testLimitViolationsBySpecifyingTokens;MethodName:testInner;,,MSG_JAVADOC_MISSING,msg,message
Lcom/puppycrawl/tools/checkstyle/internal/XdocsPagesTest;.validateStyleModules(Ljava/util/Set<Lorg/w3c/dom/Node;>;Ljava/util/Set<Lorg/w3c/dom/Node;>;Ljava/util/Set<Ljava/lang/String;>;Ljava/lang/String;Ljava/lang/String;)V#itrChecks,C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/internal/XdocsPagesTest.java;,VariableName,,,,,,,,ClassName:Iterator<Node>;,ClassName:XdocsPagesTest;,ParameterName:checks;VariableName:module;MethodName:iterator;,,,,MethodName:validateStyleModules;,,itrChecks,itr,iterator
Lcom/puppycrawl/tools/checkstyle/checks/coding/MagicNumberCheckTest;.testIgnoreNegativeOctalHex()V|Ljava/lang/Exception;,C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/checks/coding/MagicNumberCheckTest.java;,MethodName,,,,,,,,ClassName:void;,ClassName:MagicNumberCheckTest;,,,,,,,testIgnoreNegativeOctalHex,hex,hexadecimal
Lcom/puppycrawl/tools/checkstyle/checks/imports/CustomImportOrderCheckTest;.STD)Ljava/lang/String;,C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/checks/imports/CustomImportOrderCheckTest.java;,FieldName,,,,,,,,ClassName:String;,ClassName:CustomImportOrderCheckTest;,ClassName:CustomImportOrderCheck;VariableName:STANDARD_JAVA_PACKAGE_RULE_GROUP;VariableName:expected;VariableName:expected;VariableName:expected;,,,,,,STD,std,standard
Ljava/net/URI;,C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/PropertyCacheFileTest.java;C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/checks/imports/ImportControlLoaderTest.java;C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/utils/CommonUtilsTest.java;C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/AbstractModuleTestSupport.java;C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/ConfigurationLoaderTest.java;C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/internal/XdocsPagesTest.java;C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/ant/CheckstyleAntTaskTest.java;C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/checks/header/HeaderCheckTest.java;,ClassName,,,,,,,,,,,,,,,,URI,uri,uniform resource identifier
Lcom/puppycrawl/tools/checkstyle/filters/SuppressionXpathFilterTest;.testExistingSuppressionFileWithTrueOptional()V|Ljava/lang/Exception;#ev,C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/filters/SuppressionXpathFilterTest.java;,VariableName,,,,,,,,ClassName:TreeWalkerAuditEvent;,ClassName:SuppressionXpathFilterTest;,ClassName:TreeWalkerAuditEvent;,,,,MethodName:testExistingSuppressionFileWithTrueOptional;,,ev,ev,event
Lcom/puppycrawl/tools/checkstyle/api/AutomaticBeanTest;.testSetupInvalidChildFromBaseClass()V|Ljava/lang/Exception;#parentConf,C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/api/AutomaticBeanTest.java;,VariableName,,,,,,,,ClassName:DefaultConfiguration;,ClassName:AutomaticBeanTest;,ClassName:DefaultConfiguration;,,,,MethodName:testSetupInvalidChildFromBaseClass;,,parentConf,conf,configuration
Lcom/puppycrawl/tools/checkstyle/checks/imports/ImportControlCheckTest;.testCacheWhenFileExternalResourceContentDoesNotChange()V|Ljava/lang/Exception;#treeWalkerConfig,C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/checks/imports/ImportControlCheckTest.java;,VariableName,,,,,,,,ClassName:DefaultConfiguration;,ClassName:ImportControlCheckTest;,ClassName:TreeWalker;MethodName:createModuleConfig;VariableName:checkerConfig;,MethodName:createRootConfig;,ParameterName:config;,,MethodName:testCacheWhenFileExternalResourceContentDoesNotChange;,,treeWalkerConfig,config,configuration
Lcom/puppycrawl/tools/checkstyle/checks/naming/StaticVariableNameCheckTest;.testGetAcceptableTokens()V#staticVariableNameCheckObj,C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/checks/naming/StaticVariableNameCheckTest.java;,VariableName,,,,,,,,ClassName:StaticVariableNameCheck;,ClassName:StaticVariableNameCheckTest;,ClassName:StaticVariableNameCheck;VariableName:actual;,,,,MethodName:testGetAcceptableTokens;,,staticVariableNameCheckObj,obj,object
Lcom/puppycrawl/tools/checkstyle/filters/SuppressionFilterTest;.testRemoteFileExternalResourceContentDoesNotChange()V|Ljava/lang/Exception;#1#secondFilterConfig,C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/filters/SuppressionFilterTest.java;,VariableName,,,,,,,One more time to use cache;,ClassName:DefaultConfiguration;,ClassName:SuppressionFilterTest;,ClassName:SuppressionFilter;VariableName:secondCheckerConfig;MethodName:createModuleConfig;,MethodName:createRootConfig;,ParameterName:config;,,MethodName:testRemoteFileExternalResourceContentDoesNotChange;,,secondFilterConfig,config,configuration
Lcom/puppycrawl/tools/checkstyle/checks/DescendantTokenCheckTest;.testWithSumLessThenMinDefMsg()V|Ljava/lang/Exception;,C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/checks/DescendantTokenCheckTest.java;,MethodName,,,,,,,,ClassName:void;,ClassName:DescendantTokenCheckTest;,,,,,,,testWithSumLessThenMinDefMsg,min,minimum
Lcom/puppycrawl/tools/checkstyle/filters/SuppressWithNearbyCommentFilterTest;.testUsingTagMessageRegexp()V|Ljava/lang/Exception;,C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/filters/SuppressWithNearbyCommentFilterTest.java;,MethodName,,,,,,,,ClassName:void;,ClassName:SuppressWithNearbyCommentFilterTest;,,,,,,,testUsingTagMessageRegexp,regexp,regular expression
Lcom/puppycrawl/tools/checkstyle/xpath/XpathMapperTest;.testQuerySelf()V|Ljava/lang/Exception;#objNode,C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/xpath/XpathMapperTest.java;,VariableName,,,,,,,,ClassName:AbstractNode;,ClassName:XpathMapperTest;,MethodName:get;VariableName:objectNodes;ClassName:AbstractNode;VariableName:actual;,MethodName:getXpathItems;MethodName:convertToArray;,ParameterName:nodes;ParameterName:rootNode;,,MethodName:testQuerySelf;,,objNode,obj,object
Lcom/puppycrawl/tools/checkstyle/checks/javadoc/AbstractJavadocCheckTest$NonTightHtmlTagTolerantCheck;,C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/checks/javadoc/AbstractJavadocCheckTest.java;,ClassName,,,ClassName:AbstractJavadocCheck;,,MethodName:getDefaultJavadocTokens;MethodName:setReportVisitJavadocToken;MethodName:visitJavadocToken;,FieldName:reportVisitJavadocToken;,,,,,,,,,,NonTightHtmlTagTolerantCheck,html,hyper text markup language
Lcom/puppycrawl/tools/checkstyle/CheckerTest;.testXmlLoggerClosesItStreams()V|Ljava/lang/Exception;#0#0#testInfoOutputStream,C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/CheckerTest.java;,VariableName,,,,,,,,ClassName:CloseAndFlushTestByteArrayOutputStream;,ClassName:CheckerTest;,ClassName:CloseAndFlushTestByteArrayOutputStream;,,,,MethodName:testXmlLoggerClosesItStreams;,,testInfoOutputStream,info,information
Lcom/puppycrawl/tools/checkstyle/checks/coding/IllegalInstantiationCheckTest;.testNullClassLoader()V|Ljava/lang/Exception;#rparenAst,C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/checks/coding/IllegalInstantiationCheckTest.java;,VariableName,,,,,,,,ClassName:DetailAST;,ClassName:IllegalInstantiationCheckTest;,ClassName:DetailAST;,,,,MethodName:testNullClassLoader;,,rparenAst,ast,abstract syntax tree
Lcom/puppycrawl/tools/checkstyle/ConfigurationLoaderTest;.testConfigWithIgnoreUsingInputSource()V|Ljava/lang/Exception;#config,C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/ConfigurationLoaderTest.java;,VariableName,,,,,,,,ClassName:DefaultConfiguration;,ClassName:ConfigurationLoaderTest;,VariableName:children;MethodName:toString;ClassName:File;ClassName:ConfigurationLoader;ClassName:Properties;ClassName:InputSource;MethodName:loadConfiguration;MethodName:toURI;ClassName:DefaultConfiguration;MethodName:getPath;ClassName:PropertiesExpander;,,,,MethodName:testConfigWithIgnoreUsingInputSource;,,config,config,configuration
Lcom/puppycrawl/tools/checkstyle/checks/DescendantTokenCheck;.MSG_KEY_SUM_MIN)Ljava/lang/String;,C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/checks/DescendantTokenCheckTest.java;,VariableName,,,,,,,,ClassName:String;,ClassName:DescendantTokenCheckTest;,VariableName:expected;,,,,MethodName:testWithSumLessThenMinDefMsg;,,MSG_KEY_SUM_MIN,min,minimum
Lcom/puppycrawl/tools/checkstyle/internal/XdocsPagesTest;.XML_FILESET_LIST)Ljava/util/List<Ljava/lang/String;>;,C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/internal/XdocsPagesTest.java;,FieldName,,,,,,,,ClassName:List<String>;,ClassName:XdocsPagesTest;,MethodName:asList;ClassName:Arrays;,,,,,,XML_FILESET_LIST,xml,extensible markup language
Lcom/puppycrawl/tools/checkstyle/checks/whitespace/FileTabCharacterCheck;.MSG_FILE_CONTAINS_TAB)Ljava/lang/String;,C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/checks/whitespace/FileTabCharacterCheckTest.java;C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/filters/SuppressWithPlainTextCommentFilterTest.java;,VariableName,,,,,,,,ClassName:String;,ClassName:SuppressWithPlainTextCommentFilterTest;ClassName:FileTabCharacterCheckTest;,VariableName:suppressed;VariableName:expected;VariableName:violationMessages;VariableName:violationMessages;VariableName:violationMessage;VariableName:violationMessages;VariableName:suppressed;,,,,MethodName:testChangeOffAndOnFormat;MethodName:testInvalidCheckFormat;MethodName:testInvalidMessageFormat;MethodName:testDefault;MethodName:testFilterWithDefaultConfig;,,MSG_FILE_CONTAINS_TAB,msg,message
Ljava/net/URLStreamHandler;,C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/api/LocalizedMessageTest.java;C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/PackageNamesLoaderTest.java;,ClassName,,,,,,,,,,,,,,,,URLStreamHandler,url,uniform resource locator
Lcom/puppycrawl/tools/checkstyle/api/TokenTypes;.EOF)I,C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/checks/design/FinalClassCheckTest.java;C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/utils/TokenUtilsTest.java;C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/xpath/ElementNodeTest.java;C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/xpath/RootNodeTest.java;,VariableName,,,,,,,,ClassName:int;,ClassName:RootNodeTest;ClassName:TokenUtilsTest;ClassName:ElementNodeTest;ClassName:FinalClassCheckTest;,VariableName:unsupportedTokenByCheck;,,,,MethodName:testRootOfElementNode;MethodName:testCorrectBehaviourOfGetTokenId;MethodName:testImproperToken;MethodName:testGetTokenType;,,EOF,eof,end of file
Lcom/puppycrawl/tools/checkstyle/AbstractXmlTestSupport;.verifyXmlNodes(Lorg/w3c/dom/Node;Lorg/w3c/dom/Node;Ljava/lang/String;Ljava/util/function/BiPredicate<Lorg/w3c/dom/Node;Lorg/w3c/dom/Node;>;)V,C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/AbstractXmlTestSupport.java;,MethodName,,,,,,,,ClassName:void;,ClassName:AbstractXmlTestSupport;,,,,ParameterName:ordered;ParameterName:actual;ParameterName:expected;ParameterName:path;,,,verifyXmlNodes,xml,extensible markup language
Lcom/puppycrawl/tools/checkstyle/filters/SuppressionsLoaderTest;.testMultipleSuppression()V|Ljava/lang/Exception;#se4,C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/filters/SuppressionsLoaderTest.java;,VariableName,,,,,,,,ClassName:SuppressElement;,ClassName:SuppressionsLoaderTest;,ClassName:SuppressElement;,,,,MethodName:testMultipleSuppression;,,se4,se,suppress element
Lcom/puppycrawl/tools/checkstyle/CheckerTest;.testRemoveListener()V|Ljava/lang/Exception;#aa2,C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/CheckerTest.java;,VariableName,,,,,,,,ClassName:DebugAuditAdapter;,ClassName:CheckerTest;,ClassName:DebugAuditAdapter;,,,,MethodName:testRemoveListener;,,aa2,aa,adapter
Lcom/puppycrawl/tools/checkstyle/filters/SuppressWarningsFilterTest;.verifySuppressed(Lcom/puppycrawl/tools/checkstyle/api/Configuration;Ljava/lang/String;[Ljava/lang/String;[Ljava/lang/String;)V|Ljava/lang/Exception;#uncommentedMainCheckConfig,C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/filters/SuppressWarningsFilterTest.java;,VariableName,,,,,,,,ClassName:DefaultConfiguration;,ClassName:SuppressWarningsFilterTest;,ClassName:UncommentedMainCheck;MethodName:createModuleConfig;,,,,MethodName:verifySuppressed;,,uncommentedMainCheckConfig,config,configuration
Lcom/puppycrawl/tools/checkstyle/checks/javadoc/JavadocMethodCheckTest;.testTypeParamsTags()V|Ljava/lang/Exception;,C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/checks/javadoc/JavadocMethodCheckTest.java;,MethodName,,,,,,,,ClassName:void;,ClassName:JavadocMethodCheckTest;,,,,,,,testTypeParamsTags,params,parameters
Lcom/puppycrawl/tools/checkstyle/DetailNodeTreeStringPrinterTest;.testWrongHtmlTagOrder()V|Ljava/lang/Exception;,C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/DetailNodeTreeStringPrinterTest.java;,MethodName,,,,,,,,ClassName:void;,ClassName:DetailNodeTreeStringPrinterTest;,,,,,,,testWrongHtmlTagOrder,html,hyper text markup language
Lcom/puppycrawl/tools/checkstyle/api/DetailASTTest;.checkTree(Ljava/lang/String;Lcom/puppycrawl/tools/checkstyle/api/DetailAST;)V#prev,C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/api/DetailASTTest.java;,VariableName,,,,,,,,ClassName:DetailAST;,ClassName:DetailASTTest;,VariableName:curNode;,MethodName:checkNode;,ParameterName:prev;,,MethodName:checkTree;,,prev,prev,previous
Lcom/puppycrawl/tools/checkstyle/api/FileContentsTest;.testDeprecatedAbbreviatedMethod()V#cComment,C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/api/FileContentsTest.java;,VariableName,,,,,,,,ClassName:Comment;,ClassName:FileContentsTest;,ClassName:String;ClassName:Comment;,,,,MethodName:testDeprecatedAbbreviatedMethod;,,cComment,c,comment
Lcom/puppycrawl/tools/checkstyle/CheckerTest;.testNoModuleFactory()V|Ljava/lang/Exception;#actualCtx,C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/CheckerTest.java;,VariableName,,,,,,,,ClassName:Context;,ClassName:CheckerTest;,VariableName:checker;ClassName:Whitebox;MethodName:getInternalState;,,,,MethodName:testNoModuleFactory;,,actualCtx,ctx,context
Lcom/puppycrawl/tools/checkstyle/filters/SuppressionsLoaderTest;.testNoSuppressions()V|Ljava/lang/Exception;#fc2,C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/filters/SuppressionsLoaderTest.java;,VariableName,,,,,,,,ClassName:FilterSet;,ClassName:SuppressionsLoaderTest;,ClassName:FilterSet;,,,,MethodName:testNoSuppressions;,,fc2,fc,from classpath
Lcom/puppycrawl/tools/checkstyle/checks/coding/IllegalCatchCheck;.MSG_KEY)Ljava/lang/String;,C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/checks/coding/IllegalCatchCheckTest.java;C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/filters/SuppressionCommentFilterTest.java;C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/filters/SuppressWithNearbyCommentFilterTest.java;C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/filters/SuppressWarningsFilterTest.java;,VariableName,,,,,,,cs CheckstyleTestMakeup need to test dynamic property;,ClassName:String;,ClassName:IllegalCatchCheckTest;ClassName:SuppressWarningsFilterTest;ClassName:SuppressionCommentFilterTest;ClassName:SuppressWithNearbyCommentFilterTest;,VariableName:expected;FieldName:ALL_MESSAGES;VariableName:suppressed;VariableName:suppressed;VariableName:expected;FieldName:ALL_MESSAGES;VariableName:suppressed;VariableName:suppressed;VariableName:expected;VariableName:suppressed;VariableName:expected;VariableName:suppressed;FieldName:ALL_MESSAGES;,MethodName:getCheckMessage;MethodName:getCheckMessage;,ParameterName:messageKey;ParameterName:messageKey;,,MethodName:testIllegalClassNames;MethodName:testMultipleTypes;MethodName:testArgumentSuppression;MethodName:testDefault;MethodName:testDefault;MethodName:testUsingVariableMessage;MethodName:testCheckC;MethodName:testDefault;MethodName:testIllegalClassNamesBad;MethodName:testCheckCpp;,,MSG_KEY,msg,message
Lcom/puppycrawl/tools/checkstyle/filters/SuppressionsLoaderTest;.testXpathSuppressions()V|Ljava/lang/Exception;,C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/filters/SuppressionsLoaderTest.java;,MethodName,,,,,,,,ClassName:void;,ClassName:SuppressionsLoaderTest;,,,,,,,testXpathSuppressions,xpath,xml path language
Lcom/puppycrawl/tools/checkstyle/filters/SuppressionXpathFilterTest;.createSuppressionXpathFilter(Ljava/lang/String;Z)Lcom/puppycrawl/tools/checkstyle/filters/SuppressionXpathFilter;|Lcom/puppycrawl/tools/checkstyle/api/CheckstyleException;#suppressionXpathFilter,C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/filters/SuppressionXpathFilterTest.java;,VariableName,,,,,,,,ClassName:SuppressionXpathFilter;,ClassName:SuppressionXpathFilterTest;,ClassName:SuppressionXpathFilter;,,,,MethodName:createSuppressionXpathFilter;,,suppressionXpathFilter,xpath,xml path language
Lcom/puppycrawl/tools/checkstyle/internal/XdocsPagesTest;.buildXml(Ljava/lang/String;)Ljava/lang/String;|Ljava/io/IOException;#0#dtdPath,C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/internal/XdocsPagesTest.java;,VariableName,,,,,,,,ClassName:String;,ClassName:XdocsPagesTest;,MethodName:getCanonicalPath;ClassName:File;VariableName:code;,,,,MethodName:buildXml;,,dtdPath,dtd,document type definition
Lcom/puppycrawl/tools/checkstyle/PropertyCacheFileTest;.testExternalResourceIsSavedInCache()V|Ljava/lang/Exception;#0#0#oos,C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/PropertyCacheFileTest.java;,VariableName,,,,,,,,ClassName:ObjectOutputStream;,ClassName:PropertyCacheFileTest;,ClassName:ObjectOutputStream;VariableName:out;,,,,MethodName:testExternalResourceIsSavedInCache;,,oos,oos,object output stream
Lcom/puppycrawl/tools/checkstyle/internal/utils/TestUtil;.isUtilsClassHasPrivateConstructor(Ljava/lang/Class<*>;Z)Z|Ljava/lang/ReflectiveOperationException;#utilClass#0#0,C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/internal/utils/TestUtil.java;,ParameterName,,,,,,,Verifies that utils class has private constructor and invokes it to satisfy code coverage param utilClass class to test for c tor param checkConstructorIsPrivate flag to skip check for private visibility it is usefulfor Classes that are mocked by PowerMockRunner that make private c tors as public return true if constructor is expected noinspection BooleanParameter;,ClassName:Class<?>;,,VariableName:constructor;,,,,MethodName:isUtilsClassHasPrivateConstructor;,,utilClass,util,utility
Lcom/puppycrawl/tools/checkstyle/filters/SuppressWithPlainTextCommentFilterTest;.testFilterWithCustomMessageFormat()V|Ljava/lang/Exception;#regexpCheckCfg,C:/PHDONE/runtime-EclipseApplication/checkstyle-master/src/test/java/com/puppycrawl/tools/checkstyle/filters/SuppressWithPlainTextCommentFilterTest.java;,VariableName,,,,,,,,ClassName:DefaultConfiguration;,ClassName:SuppressWithPlainTextCommentFilterTest;,ClassName:RegexpSinglelineCheck;MethodName:createModuleConfig;,,,,MethodName:testFilterWithCustomMessageFormat;,,regexpCheckCfg,cfg,configuration
